nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.319;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.326;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.329;RIAU
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.324;JAMBI
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.334;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.332;BENGKULU
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.34;LAMPUNG
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.284;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.299;"KEP. RIAU"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.316;"JAWA BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.335;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.387;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.303;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.295;BANTEN
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.337;BALI
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.336;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.312;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.358;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.32;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.324;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.333;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.348;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.349;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.371;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.363;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.458;GORONTALO
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.313;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.389;MALUKU
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.292;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.414;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.378;PAPUA
"Gini Rasio";Perdesaan;2011;"Semester 1 (Maret)";0.34;INDONESIA
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.269;ACEH
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.289;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.298;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.296;RIAU
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.348;JAMBI
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.365;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.34;BENGKULU
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.309;LAMPUNG
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.297;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.31;"KEP. RIAU"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.297;"JAWA BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.324;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.358;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.298;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.321;BANTEN
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.328;BALI
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.313;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.285;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.336;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.317;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.307;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.299;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.296;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.307;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.356;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.373;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.384;GORONTALO
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.35;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.337;MALUKU
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.289;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.379;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.342;PAPUA
"Gini Rasio";Perdesaan;2011;"Semester 2 (September)";0.329;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.326;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.347;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.353;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.363;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.34;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.342;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.36;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.366;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.301;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.317;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.438;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.411;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.383;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.401;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.374;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.404;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.407;BALI
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.363;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.365;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.401;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.338;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.37;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.375;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.386;"SULAWESI UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.376;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.405;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.413;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.459;GORONTALO
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.342;"SULAWESI BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.412;MALUKU
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.334;"MALUKU UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.416;"PAPUA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.419;PAPUA
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 1 (Maret)";0.41;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.326;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.305;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.332;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.324;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.348;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.401;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.372;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.322;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.32;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.379;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.402;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.38;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.357;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.423;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.351;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.394;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.387;BALI
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.366;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.33;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.363;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.334;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.353;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.323;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.358;"SULAWESI UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.388;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.427;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.389;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.4;GORONTALO
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.371;"SULAWESI BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.356;MALUKU
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.343;"MALUKU UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.374;"PAPUA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.384;PAPUA
"Gini Rasio";Perkotaan+Perdesaan;2011;"Semester 2 (September)";0.388;INDONESIA
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.337;ACEH
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.334;"SUMATERA UTARA"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.38;"SUMATERA BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.414;RIAU
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.364;JAMBI
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.448;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.39;BENGKULU
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.396;LAMPUNG
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.3;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.349;"KEP. RIAU"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.421;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.423;"JAWA BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.409;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.435;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.385;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.387;BANTEN
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.459;BALI
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.39;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.379;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.434;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.367;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.404;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.353;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.455;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.399;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.407;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.417;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.398;GORONTALO
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.354;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.373;MALUKU
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.327;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.42;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.384;PAPUA
"Gini Rasio";Perkotaan;2012;"Semester 1 (Maret)";0.425;INDONESIA
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.407;ACEH
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.351;"SUMATERA UTARA"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.36;"SUMATERA BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.396;RIAU
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.402;JAMBI
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.415;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.391;BENGKULU
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.357;LAMPUNG
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.31;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.397;"KEP. RIAU"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.437;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.431;"JAWA BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.391;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.451;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.384;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.381;BANTEN
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.398;BALI
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.389;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.384;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.442;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.37;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.374;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.352;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.434;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.398;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.42;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.404;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.365;GORONTALO
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.449;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.387;MALUKU
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.282;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.341;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.392;PAPUA
"Gini Rasio";Perkotaan;2012;"Semester 2 (September)";0.425;INDONESIA
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.271;ACEH
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.318;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.331;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.355;RIAU
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.317;JAMBI
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.331;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.317;BENGKULU
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.318;LAMPUNG
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.272;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.328;"KEP. RIAU"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.296;"JAWA BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.323;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.382;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.273;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.303;BANTEN
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.342;BALI
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.291;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.289;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.308;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.287;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.309;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.309;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.364;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.359;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.378;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.36;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.439;GORONTALO
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.28;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.344;MALUKU
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.287;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.362;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.389;PAPUA
"Gini Rasio";Perdesaan;2012;"Semester 1 (Maret)";0.33;INDONESIA
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.26;ACEH
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.294;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.321;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.332;RIAU
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.322;JAMBI
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.341;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.322;BENGKULU
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.32;LAMPUNG
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.285;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.315;"KEP. RIAU"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.293;"JAWA BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.319;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.392;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.268;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.308;BANTEN
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.346;BALI
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.312;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.285;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.321;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.279;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.309;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.3;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";-;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.383;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.337;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.378;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.358;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.419;GORONTALO
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.276;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.328;MALUKU
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.251;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.357;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.372;PAPUA
"Gini Rasio";Perdesaan;2012;"Semester 2 (September)";0.327;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.32;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.332;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.364;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.404;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.345;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.396;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.354;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.358;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2012;"Semester 1 (Maret)";0.294;"KEP. BANGKA BELITUNG"
