nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.32339;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.29831;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.40463;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.3788;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.41005;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.40301;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.41715;GORONTALO
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.42362;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.33342;MALUKU
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.32233;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.34946;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.32228;PAPUA
"Gini Rasio";Perkotaan;2017;"Semester 1 (Maret)";0.40686;INDONESIA
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.334;ACEH
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.365;"SUMATERA UTARA"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.309;"SUMATERA BARAT"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.343;RIAU
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.379;JAMBI
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.387;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.379;BENGKULU
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.36;LAMPUNG
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.288;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.355;"KEP. RIAU"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.409;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.399;"JAWA BARAT"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.383;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.447;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.442;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.38;BANTEN
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.385;BALI
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.413;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.365;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.36;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.343;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.358;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.34;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.294;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.389;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.367;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.444;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.408;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.398;GORONTALO
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.392;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.307;MALUKU
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.338;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.349;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.302;PAPUA
"Gini Rasio";Perkotaan;2017;"Semester 2 (September)";0.404;INDONESIA
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.29279;ACEH
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.25572;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.27585;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.28912;RIAU
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.28385;JAMBI
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.3166;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.30549;BENGKULU
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.29704;LAMPUNG
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.21879;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.27929;"KEP. RIAU"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.32386;"JAWA BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.32746;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.33954;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.32595;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.26682;BANTEN
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.32457;BALI
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.31402;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.31067;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.27448;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.30961;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.29247;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.29762;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.26847;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.35541;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.30898;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.34793;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.35758;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.40296;GORONTALO
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.32276;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.31152;MALUKU
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.26509;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.39182;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.39497;PAPUA
"Gini Rasio";Perdesaan;2017;"Semester 1 (Maret)";0.32045;INDONESIA
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.299;ACEH
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.264;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.288;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.299;RIAU
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.295;JAMBI
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.328;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.317;BENGKULU
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.301;LAMPUNG
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.236;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.286;"KEP. RIAU"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.326;"JAWA BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.323;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.317;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.317;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.27;BANTEN
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.302;BALI
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.323;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.309;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.285;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.303;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.285;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.28;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.296;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.346;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.313;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.332;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.373;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.379;GORONTALO
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.299;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.29;MALUKU
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.277;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.386;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.407;PAPUA
"Gini Rasio";Perdesaan;2017;"Semester 2 (September)";0.32;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.32878;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.31498;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.31802;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.32493;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.33523;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.36139;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.35099;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.33433;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.28169;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.33438;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.41277;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.40304;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.36545;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.43201;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.3963;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.38245;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.38421;BALI
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.37106;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.35886;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.32736;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.34255;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.34669;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.33035;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.30833;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.39593;"SULAWESI UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.35546;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.40709;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.39368;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.42965;GORONTALO
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.35387;"SULAWESI BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.34294;MALUKU
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.31724;"MALUKU UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.38974;"PAPUA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.39681;PAPUA
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 1 (Maret)";0.39261;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.329;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.335;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.312;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.325;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.334;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.365;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.349;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.333;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.276;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.359;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.409;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.393;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.365;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.44;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.415;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.379;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.379;BALI
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.378;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.359;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.329;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.327;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.347;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.333;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.313;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.394;"SULAWESI UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.345;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.429;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.404;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.405;GORONTALO
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.339;"SULAWESI BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.321;MALUKU
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.33;"MALUKU UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.387;"PAPUA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.398;PAPUA
"Gini Rasio";Perkotaan+Perdesaan;2017;"Semester 2 (September)";0.391;INDONESIA
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.344;ACEH
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.335;"SUMATERA UTARA"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.338;"SUMATERA BARAT"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.356;RIAU
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.354;JAMBI
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.381;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.394;BENGKULU
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.367;LAMPUNG
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.296;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.325;"KEP. RIAU"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.394;"DKI JAKARTA"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.418;"JAWA BARAT"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.4;"JAWA TENGAH"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.442;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.387;"JAWA TIMUR"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.386;BANTEN
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.381;BALI
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.398;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.358;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.377;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.387;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.365;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.35;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.31;"KALIMANTAN UTARA"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.402;"SULAWESI UTARA"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.37;"SULAWESI TENGAH"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.392;"SULAWESI SELATAN"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.42;"SULAWESI TENGGARA"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.39;GORONTALO
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.421;"SULAWESI BARAT"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.314;MALUKU
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.345;"MALUKU UTARA"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.331;"PAPUA BARAT"
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.312;PAPUA
"Gini Rasio";Perkotaan;2018;"Semester 1 (Maret)";0.401;INDONESIA
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.285;ACEH
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.272;"SUMATERA UTARA"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.28;"SUMATERA BARAT"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.288;RIAU
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.308;JAMBI
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.316;"SUMATERA SELATAN"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.318;BENGKULU
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.317;LAMPUNG
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.238;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.289;"KEP. RIAU"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.322;"JAWA BARAT"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.336;"JAWA TENGAH"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.35;"DI YOGYAKARTA"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.327;"JAWA TIMUR"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.283;BANTEN
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.317;BALI
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.333;"NUSA TENGGARA BARAT"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.297;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.277;"KALIMANTAN BARAT"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.295;"KALIMANTAN TENGAH"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.285;"KALIMANTAN SELATAN"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.287;"KALIMANTAN TIMUR"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.278;"KALIMANTAN UTARA"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.349;"SULAWESI UTARA"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.307;"SULAWESI TENGAH"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.361;"SULAWESI SELATAN"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.37;"SULAWESI TENGGARA"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.383;GORONTALO
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.335;"SULAWESI BARAT"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.291;MALUKU
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.266;"MALUKU UTARA"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.424;"PAPUA BARAT"
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.384;PAPUA
"Gini Rasio";Perdesaan;2018;"Semester 1 (Maret)";0.324;INDONESIA
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.325;ACEH
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.318;"SUMATERA UTARA"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.321;"SUMATERA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.327;RIAU
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.334;JAMBI
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.358;"SUMATERA SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.362;BENGKULU
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.346;LAMPUNG
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.281;"KEP. BANGKA BELITUNG"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.33;"KEP. RIAU"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.394;"DKI JAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.407;"JAWA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.378;"JAWA TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.441;"DI YOGYAKARTA"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.379;"JAWA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.385;BANTEN
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.377;BALI
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.372;"NUSA TENGGARA BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.351;"NUSA TENGGARA TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.339;"KALIMANTAN BARAT"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.342;"KALIMANTAN TENGAH"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.344;"KALIMANTAN SELATAN"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.342;"KALIMANTAN TIMUR"
"Gini Rasio";Perkotaan+Perdesaan;2018;"Semester 1 (Maret)";0.303;"KALIMANTAN UTARA"
